283 366.775 663.981 241.786 GPCA_SW-property48.relationalFault4
284 369.574 665.103 243.045 GPCA_SW-property48.arithmeticFault2
285 384.545 535.797 217.747 GPCA_SW-property34.arithmeticFault3
286 386.712 674.352 239.72 GPCA_SW-property48.arithmeticFault3
287 391.469 663.619 245.07 GPCA_SW-property48.arithmeticFault1
288 472.558 671.436 443.33 tramway_e7_3304.constantFault1
289 475.463 664.186 440.023 tramway_e7_3304
290 475.568 670.986 450.275 tramway_e7_3304.booleanFault2
291 479.662 664.207 458.799 tramway_e7_3304.equalityFault1
292 792.083 998.977 817.825 cruise_controller_19.arithmeticFault3
293 812.476 951.939 828.757 cruise_controller_19.relationalFault1
294 832.743 992.054 881.798 cruise_controller_19.equalityFault0
295 845.737 967.147 854.721 cruise_controller_19.arithmeticFault4
296 846.782 977.067 827.884 cruise_controller_19.relationalFault4
297 848.166 970.566 836.374 cruise_controller_19.equalityFault1
298 851.332 999.73 912.851 cruise_controller_19.constantFault0
299 867.028 1066.986 816.314 cruise_controller_19
300 875.08 998.356 819.227 cruise_controller_19.relationalFault0
301 883.318 955.351 859.139 cruise_controller_19.booleanFault2
302 889.674 1258.206 870.405 cruise_controller_19.booleanFault1
303 901.429 966.346 831.697 cruise_controller_19.relationalFault3
304 905.412 1047.64 918.392 tramway_e7_3304.constantFault0
305 955.949 1050.938 867.883 cruise_controller_19.arithmeticFault2
306 958.467 1137.787 838.341 cruise_controller_19.arithmeticFault1
307 999.067 1796.915 819.183 ccp18.booleanFault1
308 1008.867 1156.782 1050.354 cruise_controller_18
309 1028.938 1156.395 1190.412 cruise_controller_18.arithmeticFault4
310 1034.186 1040.219 1002.68 cruise_controller_18.booleanFault2
311 1038.723 1152.387 1079.941 cruise_controller_18.equalityFault0
312 1059.77 1131.992 1311.484 cruise_controller_18.booleanFault4
313 1078.877 1272.738 1133.437 cruise_controller_18.relationalFault1
314 1128.422 1283.609 1060.426 cruise_controller_18.arithmeticFault2
315 1128.704 1784.36 1213.438 cruise_controller_18.arithmeticFault3
316 1145.438 1565.84 1045.289 cruise_controller_18.arithmeticFault0
317 1146.866 1088.025 1002.327 cruise_controller_18.constantFault1
318 1217.915 1162.923 1079.08 cruise_controller_18.relationalFault2
319 1322.866 1168.4 1163.965 cruise_controller_18.relationalFault0
320 1384.906 1183.045 1046.026 GPCA_SW-property10.constantFault0
321 1724.084 960.475 938.043 cruise_controller_18.constantFault0
